video_id,env,band,file_path,fps,duration,frame_count,resolution,swing_start_frame,swing_end_frame,split
Backside-8896-9_no03,outdoor,6_8,Public Test\Ngoài trời - Outdoor\Band 6-8\Backside-8896-9_no03.mp4,30.0,6.2,186,720x1280,89,186,train
Side-6084-18_no00,outdoor,6_8,Public Test\Ngoài trời - Outdoor\Band 6-8\Side-6084-18_no00.mp4,30.0,7.833,235,720x1280,0,100,val
Side-6084-18_no01,outdoor,6_8,Public Test\Ngoài trời - Outdoor\Band 6-8\Side-6084-18_no01.mp4,30.0,7.833,235,720x1280,0,100,train
Side-6084-18_no02,outdoor,6_8,Public Test\Ngoài trời - Outdoor\Band 6-8\Side-6084-18_no02.mp4,30.0,7.833,235,720x1280,0,100,test
Side-6084-18_no03,outdoor,6_8,Public Test\Ngoài trời - Outdoor\Band 6-8\Side-6084-18_no03.mp4,30.0,7.833,235,720x1280,0,100,train
Side-6085-10_no00,outdoor,6_8,Public Test\Ngoài trời - Outdoor\Band 6-8\Side-6085-10_no00.mp4,30.0,8.533,256,720x1280,160,211,train
Side-6085-10_no01,outdoor,6_8,Public Test\Ngoài trời - Outdoor\Band 6-8\Side-6085-10_no01.mp4,30.0,8.533,256,720x1280,149,206,train
Side-6085-10_no02,outdoor,6_8,Public Test\Ngoài trời - Outdoor\Band 6-8\Side-6085-10_no02.mp4,30.0,8.533,256,720x1280,157,256,train
Side-6085-10_no03,outdoor,6_8,Public Test\Ngoài trời - Outdoor\Band 6-8\Side-6085-10_no03.mp4,30.0,8.533,256,720x1280,154,254,test
Side-6085-15_no00,outdoor,6_8,Public Test\Ngoài trời - Outdoor\Band 6-8\Side-6085-15_no00.mp4,30.0,7.0,210,720x1280,102,166,train
Side-6085-15_no01,outdoor,6_8,Public Test\Ngoài trời - Outdoor\Band 6-8\Side-6085-15_no01.mp4,30.0,7.0,210,720x1280,155,210,train
Side-6085-15_no02,outdoor,6_8,Public Test\Ngoài trời - Outdoor\Band 6-8\Side-6085-15_no02.mp4,30.0,7.0,210,720x1280,103,183,test
Side-6085-15_no03,outdoor,6_8,Public Test\Ngoài trời - Outdoor\Band 6-8\Side-6085-15_no03.mp4,30.0,7.0,210,720x1280,0,24,train
Backside-8895-5_no00,outdoor,8_10,Public Test\Ngoài trời - Outdoor\Band 8-10\Backside-8895-5_no00.mp4,30.0,8.233,247,720x1280,135,235,test
Backside-8895-5_no01,outdoor,8_10,Public Test\Ngoài trời - Outdoor\Band 8-10\Backside-8895-5_no01.mp4,30.0,8.233,247,720x1280,136,236,test
Backside-8895-5_no02,outdoor,8_10,Public Test\Ngoài trời - Outdoor\Band 8-10\Backside-8895-5_no02.mp4,30.0,8.233,247,720x1280,116,167,val
Backside-8895-5_no03,outdoor,8_10,Public Test\Ngoài trời - Outdoor\Band 8-10\Backside-8895-5_no03.mp4,30.0,8.233,247,720x1280,116,194,test
Backside-8896-8_no00,outdoor,8_10,Public Test\Ngoài trời - Outdoor\Band 8-10\Backside-8896-8_no00.mp4,30.0,7.2,216,720x1280,99,152,train
Backside-8896-8_no01,outdoor,8_10,Public Test\Ngoài trời - Outdoor\Band 8-10\Backside-8896-8_no01.mp4,30.0,7.2,216,720x1280,111,211,train
Backside-8896-8_no02,outdoor,8_10,Public Test\Ngoài trời - Outdoor\Band 8-10\Backside-8896-8_no02.mp4,30.0,7.2,216,720x1280,111,211,train
Backside-8896-8_no03,outdoor,8_10,Public Test\Ngoài trời - Outdoor\Band 8-10\Backside-8896-8_no03.mp4,30.0,7.2,216,720x1280,94,194,val
Side-6084-3_no00,outdoor,8_10,Public Test\Ngoài trời - Outdoor\Band 8-10\Side-6084-3_no00.mp4,30.0,8.633,259,720x1280,152,210,train
Side-6084-3_no01,outdoor,8_10,Public Test\Ngoài trời - Outdoor\Band 8-10\Side-6084-3_no01.mp4,30.0,8.633,259,720x1280,0,100,train
Side-6084-3_no02,outdoor,8_10,Public Test\Ngoài trời - Outdoor\Band 8-10\Side-6084-3_no02.mp4,30.0,8.633,259,720x1280,130,189,train
Side-6084-3_no03,outdoor,8_10,Public Test\Ngoài trời - Outdoor\Band 8-10\Side-6084-3_no03.mp4,30.0,8.633,259,720x1280,152,252,train
Side-6085-5_no00,outdoor,8_10,Public Test\Ngoài trời - Outdoor\Band 8-10\Side-6085-5_no00.mp4,30.0,7.4,222,720x1280,158,222,val
Side-6085-5_no01,outdoor,8_10,Public Test\Ngoài trời - Outdoor\Band 8-10\Side-6085-5_no01.mp4,30.0,7.4,222,720x1280,84,137,train
Side-6085-5_no02,outdoor,8_10,Public Test\Ngoài trời - Outdoor\Band 8-10\Side-6085-5_no02.mp4,30.0,7.4,222,720x1280,193,207,train
Side-6085-5_no03,outdoor,8_10,Public Test\Ngoài trời - Outdoor\Band 8-10\Side-6085-5_no03.mp4,30.0,7.4,222,720x1280,147,222,train
